seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
292,2020-09-22,2020,NIEPRAWOMOCNA,ZWAD.405.31.331.2019,1,udziela upomnienia Szpitalowi w C.,Stwierdzając naruszenie przez Szpital w C,pozycja IOD (art. 38 RODO),,art.39ust.1;art.4ust.7;art.32ust.4;art.39ust.1lit.b;art.38ust.6;art.38ust.2;art.39;art.32ust.1;art.58ust.2lit.b,by-year/2020/2020-09-22__NIEPRAWOMOCNA__ZWAD.405.31.331.2019.txt
293,2022-05-16,2022,PRAWOMOCNA,ZWOS.440.3951.2019,1,w pozostałym zakresie odmawia uwzględnienia wniosku.,1,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1lit.b;art.6ust.1lit.f;art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.5ust.1;art.5ust.1lit.b;art.58ust.2;art.58ust.2lit.b,by-year/2022/2022-05-16__PRAWOMOCNA__ZWOS.440.3951.2019.txt
294,2020-05-29,2020,PRAWOMOCNA,DKE.561.1.2020,1,nakłada na R. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2020/2020-05-29__PRAWOMOCNA__DKE.561.1.2020.txt
295,2020-12-29,2020,PRAWOMOCNA,DKE.561.10.2020,1,umarza postępowanie.,dację T,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a,by-year/2020/2020-12-29__PRAWOMOCNA__DKE.561.10.2020.txt
296,2021-01-05,2021,NIEPRAWOMOCNA,DKE.561.11.2020,0,nakłada na Panią M. Z. prowadzącą działalność gospodarczą pod firmą K. administracyj-,brak stwierdzenia naruszenia,,85588 zl,art.58ust.2lit.e;art.34ust.2;art.83ust.6;art.34ust.1;art.57ust.1;art.58ust.2;art.34;art.34ust1;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-01-05__NIEPRAWOMOCNA__DKE.561.11.2020.txt
297,2020-12-04,2020,PRAWOMOCNA,DKE.561.12.2020,1,udziela upomnienia P. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58 ust. 1,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,by-year/2020/2020-12-04__PRAWOMOCNA__DKE.561.12.2020.txt
298,2020-12-09,2020,PRAWOMOCNA,DKE.561.13.2020,1,nakłada na Z. Sp. z o.o. z siedzibą w U. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez Z,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.83ust.3;art.58ust.1lit.e;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2020/2020-12-09__PRAWOMOCNA__DKE.561.13.2020.txt
299,2020-12-04,2020,PRAWOMOCNA,DKE.561.14.2020,1,udziela upomnienia P. G. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit.,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,by-year/2020/2020-12-04__PRAWOMOCNA__DKE.561.14.2020.txt
300,2020-12-04,2020,PRAWOMOCNA,DKE.561.15.2020,1,udziela upomnienia P. G. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,by-year/2020/2020-12-04__PRAWOMOCNA__DKE.561.15.2020.txt
301,2021-01-05,2021,PRAWOMOCNA,DKE.561.16.2020,1,nakłada na M. Sp. z o.o. z siedzibą w Z. przy (…) administracyjną karę pieniężną w kwo-,stwierdzając naruszenie przez M,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.13;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.i;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-01-05__PRAWOMOCNA__DKE.561.16.2020.txt
302,2020-12-18,2020,PRAWOMOCNA,DKE.561.17.2020,1,udziela upomnienia Panu T. P. prowadzącemu działalność gospodarczą pod nazwą T. za,,warunki zgody (art. 7 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1lite;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,by-year/2020/2020-12-18__PRAWOMOCNA__DKE.561.17.2020.txt
303,2020-06-03,2020,PRAWOMOCNA,DKE.561.2.2020,1,nakłada na Panią A. T. prowadzącą działalność gospodarczą pod nazwą (…) w Ł. admini-,stwierdzając naruszenie przez Panią A,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.58ust.1lit.e;art.34ust.1;art.34ust.2;art.33ust.3lit.b;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lit.e;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2020/2020-06-03__PRAWOMOCNA__DKE.561.2.2020.txt
304,2020-11-26,2020,PRAWOMOCNA,DKE.561.20.2020,1,udziela upomnienia za naruszenie przez Z. Sp. j. przepisów art. 58 ust. 1 lit. a) i e) rozpo-,udziela upomnienia za naruszenie przez Z,współpraca z organem nadzorczym (art. 31 RODO),,art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,by-year/2020/2020-11-26__PRAWOMOCNA__DKE.561.20.2020.txt
305,2020-11-19,2020,PRAWOMOCNA,DKE.561.21.2020,1,udziela upomnienia K. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.33;art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2lit.a;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,by-year/2020/2020-11-19__PRAWOMOCNA__DKE.561.21.2020.txt
306,2021-03-19,2021,PRAWOMOCNA,DKE.561.22.2020,1,"udziela upomnienia Panu T. Z. prowadzącemu działalność gospodarczą pod firmą T. Z.,",za naruszenie przepisów art,współpraca z organem nadzorczym (art. 31 RODO),,art.13;art.15;art.83ust.5lit.e;art.15ust.1lit.b;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,by-year/2021/2021-03-19__PRAWOMOCNA__DKE.561.22.2020.txt
307,2021-04-27,2021,PRAWOMOCNA,DKE.561.23.2020,1,nakłada na K. Spółkę Akcyjną z siedzibą w N. przy ul. (…) administracyjną karę pieniężną,stwierdzając naruszenie przez K,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1;art.58ust.1lite;art.57ust.1lit.a;art.51;art.83ust5lite;art.31;art.83ust.4lit.a;art.83ust.4;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-04-27__PRAWOMOCNA__DKE.561.23.2020.txt
308,2020-12-16,2020,PRAWOMOCNA,DKE.561.24.2020,1,udziela upomnienia Z. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e),udziela upomnienia Z,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,by-year/2020/2020-12-16__PRAWOMOCNA__DKE.561.24.2020.txt
309,2021-03-19,2021,PRAWOMOCNA,DKE.561.25.2020,1,"nakłada na T. Spółka z o.o. (…) administracyjną karę pieniężną w kwocie 22 739,50 PLN",stwierdzając naruszenie przez T,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust.3;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2021/2021-03-19__PRAWOMOCNA__DKE.561.25.2020.txt
310,2022-07-05,2022,PRAWOMOCNA,DKE.561.27.2020,1,udziela upomnienia A. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia A,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-07-05__PRAWOMOCNA__DKE.561.27.2020.txt
311,2021-09-01,2021,PRAWOMOCNA,DKE.561.28.2020,1,udziela upomnienia M. Sp. z o.o. za nieprzestrzeganie nakazu orzeczonego przez organ,,prawo dostępu do danych (art. 15 RODO),,art.15;art.13;art.14;art.58ust.2lit.g;art.83ust.6;art.57ust.1;art.58ust.2lit.b,by-year/2021/2021-09-01__PRAWOMOCNA__DKE.561.28.2020.txt
312,2020-07-02,2020,PRAWOMOCNA,DKE.561.3.2020,1,nakłada na Głównego Geodetę Kraju z siedzibą w Warszawie przy ul. (…) administracyj-,stwierdzając naruszenie przez Głównego Geodetę Kraju z siedzibą w Warszawie przy ul,współpraca z organem nadzorczym (art. 31 RODO),,art.29;art.24ust.1;art.37;art.58ust.1lit.e;art.31;art.57ust.1lit.a;art.51;art.83ust.5lite;art.83ust.4lit.a;art.58ust.1lit.f;art.28ust.3;art.83ust.5lit.e;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,by-year/2020/2020-07-02__PRAWOMOCNA__DKE.561.3.2020.txt
313,2020-09-23,2020,PRAWOMOCNA,DKE.561.4.2020,1,umarza postępowanie,nałożenia na Dom Dziecka (…) w S,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.83ust.5lite;art.33ust.3,by-year/2020/2020-09-23__PRAWOMOCNA__DKE.561.4.2020.txt
314,2020-09-09,2020,PRAWOMOCNA,DKE.561.5.2020,1,umarza postępowanie.,mendanta Straży Miejskiej w L,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a,by-year/2020/2020-09-09__PRAWOMOCNA__DKE.561.5.2020.txt
315,2020-09-09,2020,PRAWOMOCNA,DKE.561.6.2020,1,udziela upomnienia za naruszenie przez S. Sp. z o.o. przepisów art. 31 oraz art. 58 ust. 1,udziela upomnienia za naruszenie przez S,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,by-year/2020/2020-09-09__PRAWOMOCNA__DKE.561.6.2020.txt
316,2021-03-01,2021,PRAWOMOCNA,DKE.561.8.2020,1,"udziela upomnienia E. Sp. z o.o., za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a)",udziela upomnienia E,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2021/2021-03-01__PRAWOMOCNA__DKE.561.8.2020.txt
317,2020-12-04,2020,PRAWOMOCNA,DKE.561.9.2020,1,udziela upomnienia K. S.A. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e) roz-,udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.5;art.57;art.58;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,by-year/2020/2020-12-04__PRAWOMOCNA__DKE.561.9.2020.txt
318,2020-11-12,2020,PRAWOMOCNA,DKN.5101.25.2020,1,udziela upomnienia U. Sp. z o.o. z siedzibą w G.;,1) stwierdzając naruszenie przez U,zasady przetwarzania danych (art. 5 RODO),,art.4pkt1;art.4pkt15;art.4pkt2;Art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;art.32ust.1lit.d;art.32ust.2;art.32ust.1;art.4pkt12;art.33;art.33ust.1;art.34ust.1;art.34ust.3lit.c;art.34ust.2;art.33ust.3lit.b;art.34ust.4;art.34;art.5ust.1lit.a;art.58ust.2lit.b,by-year/2020/2020-11-12__PRAWOMOCNA__DKN.5101.25.2020.txt
319,2020-12-03,2020,NIEPRAWOMOCNA,DKN.5112.1.2020,1,nakłada na W. Polska Sp. z o.o. z siedzibą w G. administracyjną karę pieniężną w kwocie,stwierdzając naruszenie przez W,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1lit.f;art.32ust.2;art.25ust.1;art.32;Art.5;art.5ust.1;art.32ust.1lit.b;art.5ust.2;art.32ust.1lit.d;art.99ust.1;art.25;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2litg;art.83ust.2lith;art.58ust.2;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.5ust1lit.f;art.83ust.1,by-year/2020/2020-12-03__NIEPRAWOMOCNA__DKN.5112.1.2020.txt
320,2020-08-24,2020,PRAWOMOCNA,DKN.5112.13.2020,1,nakłada na Głównego Geodetę Kraju administracyjną karę pieniężną w kwocie,"Stwierdzając naruszenie przez Głównego Geodetę Kraju, przepisów: art",zasady przetwarzania danych (art. 5 RODO),100000 zl,art.6ust.1;art.58ust.1lit.e;art.30ust.1lit.f;art.30ust.1lit.g;art.30;art.32ust.1;art.4pkt1;art.4ust.1;art.4pkt7;art.5ust.1lit.a;art.6ust.1lit.e;art.58ust.2lit.i;art.83,by-year/2020/2020-08-24__PRAWOMOCNA__DKN.5112.13.2020.txt
321,2025-07-23,2025,NIEPRAWOMOCNA,DKN.5112.6.2020,1,nakłada na K. (…) S.A. z siedzibą w Z. (ul. (…) Z.) administracyjną karę pieniężną w kwo-,stwierdzając naruszenie przez K,zasady przetwarzania danych (art. 5 RODO),,art.6ust.1;art.58ust.1lit.b;art.57ust.1lit.a;art.58ust.2;art.5ust.1lit.a;art.6ust.1lit.f;art.6ust.1lit.c;art.6ust.3;art.6ust.1lit.d;art.6ust.1lit.b;art.5ust.1;art.6ust.4;art.5ust.1lit.c;art.58ust.2lit.d;art.58ust.2lit.i;art.83;art.83ust.5lit.a;art.83ust.2;art.83ust.3;art.4pkt2;art.83ust.4;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.15ust.1;art.83ust.2lit.g;art.9ust.1;art.10;art.9;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2025/2025-07-23__NIEPRAWOMOCNA__DKN.5112.6.2020.txt
322,2020-06-30,2020,PRAWOMOCNA,DKN.5112.7.2020,1,udziela upomnienia za naruszenie przez Zespół Szkół Ogólnokształcących w D. przepi-,udziela upomnienia za naruszenie przez Zespół Szkół Ogólnokształcących w D,zasady przetwarzania danych (art. 5 RODO),,Art.5;art.5ust.1lit.a;art.6ust.1lit.c;art.58ust.2lit.b;art.83ust.5;art.83ust.2,by-year/2020/2020-06-30__PRAWOMOCNA__DKN.5112.7.2020.txt
323,2020-12-17,2020,NIEPRAWOMOCNA,DKN.5130.1354.2020,1,"nakłada na J. (…) Sp. z o.o. w likwidacji, administracyjną karę pieniężną w wyso-",1) stwierdzając naruszenie przez J,zasady przetwarzania danych (art. 5 RODO),,art.24;art.25;art.34ust.2;art.28ust.3lit.h;Art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;art.32ust.1;art.32;art.32ust.2;art.33ust.1;art.34ust.1;art.33;art.32ust.1lit.d;art.32ust.1lit.b;art.28ust.1;art.28;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2lit.d;art.83ust.2;art.83ust.2lit.c;art.34;art.42;art.58ust.2;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.1,by-year/2020/2020-12-17__NIEPRAWOMOCNA__DKN.5130.1354.2020.txt
324,2021-02-11,2021,NIEPRAWOMOCNA,DKN.5130.2024.2020,1,"nakłada na Krajową Szkołę Sądownictwa i Prokuratury z siedzibą w Z., admini-",1) stwierdzając naruszenie przez Krajową Szkołę Sądownictwa i Prokuratury z siedzibą w Z,zasady przetwarzania danych (art. 5 RODO),100000 zl,art.28ust.3;art.34;art.24ust.1;art.5ust.1lit.f;art.25ust.1;Art.32ust.1;art.32;art.32ust.2;art.28ust.1;art.28;art.28ust.3lit.b;art.28ust.3lit.a;art.5ust.2;art.28ust.3lit.f;art.4pkt8;art.28ust.3lit.h;art.83;art.83ust.2lit.a;art.83ust.2lit.g;art.83ust.2lit.b;art.83ust.2lit.d;art.83ust.2;art.83ust.2lit.c;art.33;art.42;art.58ust.2;art.83ust.2lit.k,by-year/2021/2021-02-11__NIEPRAWOMOCNA__DKN.5130.2024.2020.txt
325,2022-01-22,2022,NIEPRAWOMOCNA,DKN.5130.2215.2020,1,nakłada na R. Sp. z o.o. z siedzibą w M. przy ul. (…) administracyjną karę pieniężną,1,zasady przetwarzania danych (art. 5 RODO),4911732 zl,art.32ust.1;art.34ust.1;art.24;art.25;art.32;art.28ust.3lit.h;art.28ust.1;art.58ust.1lit.a;art.28ust.3;art.24ust.1;art.5ust.1lit.f;art.25ust.1;Art.32ust.2;Art.32ust.1lit.a;art.28ust.3lit.c;art.32ust.1lit.d;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.34ust.2;art.83ust.2lit.k;art.83ust.2;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.58ust.2lit.b;art.83;art.83ust.1,by-year/2022/2022-01-22__NIEPRAWOMOCNA__DKN.5130.2215.2020.txt
326,2024-11-12,2024,PRAWOMOCNA,DKN.5130.2415.2020,1,"nakłada na X. z siedzibą w W. przy ul. (…), za naruszenie art. 32 ust. 1 i 2 oraz art.",1) stwierdzając naruszenie przez A,odpowiedzialność administratora (art. 24 RODO),,art.5ust.1lit.f;art.5ust.2;art.32ust.1;art.28ust.3lit.c;art.28ust.3;art.28ust.3lit.h;art.57ust.1lit.a;Art.5;art.24ust.1;art.25ust.1;art.32ust.2;art.9;art.10;art.4pkt7;art.4pkt8;art.24;art.5ust.1;art.28ust.1;art.32;art.32ust.1lit.d;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.21ust.2;art.83ust.2lit.g;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;art.83ust.5;art.83ust.4,by-year/2024/2024-11-12__PRAWOMOCNA__DKN.5130.2415.2020.txt
327,2021-01-11,2021,PRAWOMOCNA,DKN.5130.2815.2020,1,udziela upomnienia U. S.A.,stwierdzając naruszenie przez U,zasady przetwarzania danych (art. 5 RODO),,art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;art.32ust.1;art.32;art.32ust.2;art.32ust.1lit.d;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.83ust.2,by-year/2021/2021-01-11__PRAWOMOCNA__DKN.5130.2815.2020.txt
328,2021-04-22,2021,NIEPRAWOMOCNA,DKN.5130.3114.2020,1,"nakłada na (…) Spółka Akcyjna z siedzibą w P. przy ul. (…), za naruszenie art. 32",1) stwierdzając naruszenie przez (…) Spółka Akcyjna z siedzibą w P,odpowiedzialność administratora (art. 24 RODO),1136975 zl,art.32ust.1;art.58ust.1lit.a;art.83ust.5lit.e;art.34ust.1;art.31;art.33;art.34;art.34ust1;art.24ust.1;art.5ust.1lit.f;art.32;Art.32ust.2;art.34ust.2;art.33ust.3lit.c;art.83ust.4lit.a;art.83ust.2lit.a;art.83ust.2lit.d;art.83ust.2lit.g;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83;art.83ust.1,by-year/2021/2021-04-22__NIEPRAWOMOCNA__DKN.5130.3114.2020.txt
329,2021-06-08,2021,NIEPRAWOMOCNA,DKN.5131.10.2020,0,nakłada na U. Sp. z o. o. z siedzibą w D. przy ul. (…) karę pieniężną w wysokości 100 000,stwierdzając naruszenie przez U,,,,by-year/2021/2021-06-08__NIEPRAWOMOCNA__DKN.5131.10.2020.txt
330,2021-06-30,2021,NIEPRAWOMOCNA,DKN.5131.11.2020,1,"nakazuje Fundacji (…) z siedzibą w P. przy (…) zawiadomienie osób, których dane",1) stwierdzając naruszenie przez Fundację (…) z siedzibą w P,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.9ust.1;art.10;art.4pkt12;Art.33;art.33ust.3lit.b;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.3lit.c;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j,by-year/2021/2021-06-30__NIEPRAWOMOCNA__DKN.5131.11.2020.txt
331,2023-01-19,2023,NIEPRAWOMOCNA,DKN.5131.12.2020,1,nakłada na Sąd Rejonowy Szczecin-Centrum z siedzibą w Szczecinie przy ul.,1) stwierdzając naruszenie przez Sąd Rejonowy Szczecin-Centrum w Szczecinie przepi- sów art,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.55;art.5ust.1lit.f;Art.5;art.24ust.1;art.5ust.1;art.5ust.2;art.25ust.1;art.25ust.2;art.32ust.2;art.32ust.1lit.d;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.34ust.3lit.c;art.25;art.83ust.2lit.d;art.32;art.83ust.2lit.e;art.83ust.2lith;art.58ust.2;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.2lit.k;art.58ust.2lit.b;art.83ust.3;art.5ust1lit.f;art.83ust.1;art.5ust.1lit.e;art.5ust.1lite,by-year/2023/2023-01-19__NIEPRAWOMOCNA__DKN.5131.12.2020.txt
332,2020-12-09,2020,PRAWOMOCNA,DKN.5131.5.2020,1,nakłada na M. (…) S.A. z siedzibą w W. karę pieniężną w wysokości 85 588 złotych (słow-,stwierdzając naruszenie przez M,zgłoszenie naruszenia do UODO (art. 33 RODO),85588 zl,art.33ust.1;art.34ust.1;art.4pkt12;art.34ust.2;art.33ust.3lit.b;art.33ust.3;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1,by-year/2020/2020-12-09__PRAWOMOCNA__DKN.5131.5.2020.txt
333,2021-01-05,2021,PRAWOMOCNA,DKN.5131.6.2020,1,"nakazuje zawiadomienie osób, których dane dotyczą, o naruszeniu ochrony danych",stwierdzając naruszenie przez (…) Uniwersytet (…) w G,zgłoszenie naruszenia do UODO (art. 33 RODO),25000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.34;art.4pkt12;art.33ust.3lit.b;art.5ust.1lit.a;art.34ust.4;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2021/2021-01-05__PRAWOMOCNA__DKN.5131.6.2020.txt
334,2021-01-11,2021,PRAWOMOCNA,DKN.5131.7.2020,1,nakłada na M. S.A. z siedzibą w Z. przy ul. (…) administracyjną karę pieniężną w wysoko-,stwierdzając naruszenie przez M,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.58ust.1lit.a;art.4;art.4pkt12;art.33ust.3;art.34;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2lit.e;art.9;art.83ust.2lit.g;art.83ust.2lit.h;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2021/2021-01-11__PRAWOMOCNA__DKN.5131.7.2020.txt
335,2022-01-10,2022,PRAWOMOCNA,DS.523.3629.2020,0,"nakazuje Panu D. M., prowadzącego działalność gospodarczą pod nazwą D. M. B. (ul. (…)",brak stwierdzenia naruszenia,,,art.6ust.1;art.5ust.1;art.2ust.2lit.c;art.5ust.1lit.a;art.58ust.2lit.c,by-year/2022/2022-01-10__PRAWOMOCNA__DS.523.3629.2020.txt
