seq,date,status,signature,resolution,violation,violated_requirement,fine,rodo_articles,summary
385,2021-09-06,PRAWOMOCNA,DKE.561.22.2021,udziela upomnienia D. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia D,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,"DKE.561.22.2021 — 2021-09-06 — PRAWOMOCNA: udziela upomnienia D. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a). Naruszenie: udziela upomnienia D. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.83ust.4lit.a, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2, art.83ust.1."
386,2022-08-18,PRAWOMOCNA,DKE.561.23.2021,nakłada na niego administracyjną karę pieniężną w kwocie 4.569 PLN (słownie: cztery,stwierdzając naruszenie przez Pana G,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.58ust.1lit.e;art.83ust.4;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,"DKE.561.23.2021 — 2022-08-18 — PRAWOMOCNA: nakłada na niego administracyjną karę pieniężną w kwocie 4.569 PLN (słownie: cztery. Naruszenie: stwierdzając naruszenie przez Pana G. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.58ust.1, art.31, art.83ust.4lit.a, art.83ust.3, art.83ust.2, art.83ust.1, art.83, art.58ust.1lit.e, art.83ust.4, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k."
387,2022-01-20,PRAWOMOCNA,DKE.561.24.2021,udziela upomnienia K. S.A. z siedzibą we W. przy ul. (…) za naruszenie przepisów art. 31,udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.31;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2,"DKE.561.24.2021 — 2022-01-20 — PRAWOMOCNA: udziela upomnienia K. S.A. z siedzibą we W. przy ul. (…) za naruszenie przepisów art. 31. Naruszenie: udziela upomnienia K. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.33, art.58ust.1, art.31, art.83ust.4lit.a, art.58ust.2lit.b, art.83ust.2."
388,2022-08-30,PRAWOMOCNA,DKE.561.25.2021,nakłada na T. Spółkę z ograniczoną odpowiedzialnością z siedzibą w W. administracyjną,stwierdzając naruszenie przez T,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.33ust.5;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.33ust.1;art.58ust.1lit.e;art.34ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.4,"DKE.561.25.2021 — 2022-08-30 — PRAWOMOCNA: nakłada na T. Spółkę z ograniczoną odpowiedzialnością z siedzibą w W. administracyjną. Naruszenie: stwierdzając naruszenie przez T. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.33, art.33ust.5, art.58ust.1, art.83ust.2, art.83ust.1, art.83, art.33ust.1, art.58ust.1lit.e, art.34ust.1, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.4."
390,2021-04-15,PRAWOMOCNA,DKE.561.3.2021,udziela upomnienia N. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia N,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,"DKE.561.3.2021 — 2021-04-15 — PRAWOMOCNA: udziela upomnienia N. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a). Naruszenie: udziela upomnienia N. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.31, art.83ust5lite, art.58ust.2lit.b, art.83ust.2."
391,2022-01-26,PRAWOMOCNA,DKE.561.4.2021,"udziela upomnienia W. sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów",udziela upomnienia W,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.58ust.1;art.83ust.5lit.e;art.31;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2,"DKE.561.4.2021 — 2022-01-26 — PRAWOMOCNA: udziela upomnienia W. sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów. Naruszenie: udziela upomnienia W. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.33, art.58ust.1, art.83ust.5lit.e, art.31, art.83ust.4lit.a, art.58ust.2lit.b, art.83ust.2."
393,2021-10-07,PRAWOMOCNA,DKE.561.9.2021,udziela upomnienia Stowarzyszeniu (…) z siedzibą we W. przy ul. (…) za naruszenie,udziela upomnienia Stowarzyszeniu (…) z siedzibą we W,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lite;art.31;art.58ust.2lit.b;art.83ust.2,"DKE.561.9.2021 — 2021-10-07 — PRAWOMOCNA: udziela upomnienia Stowarzyszeniu (…) z siedzibą we W. przy ul. (…) za naruszenie. Naruszenie: udziela upomnienia Stowarzyszeniu (…) z siedzibą we W. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust.5lite, art.31, art.58ust.2lit.b, art.83ust.2."
394,2022-06-06,PRAWOMOCNA,DKN.5110.12.2021,umarza postępowanie w pozostałym zakresie.,1,zgłoszenie naruszenia do UODO (art. 33 RODO),15994 zl,art.33ust.1;art.34ust.1;art.4pkt12;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.e;art.83ust.2lit.c;art.83ust.2lit.d;art.9ust.1;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k,"DKN.5110.12.2021 — 2022-06-06 — PRAWOMOCNA: umarza postępowanie w pozostałym zakresie.. Naruszenie: 1. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Kara: 15994 zl. Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.4pkt12, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.33, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.h, art.83ust.2lit.e, art.83ust.2lit.c, art.83ust.2lit.d, art.9ust.1, art.83ust.2lit.i, art.40, art.83ust.2lit.j, art.83ust.2lit.k."
395,2024-05-20,NIEPRAWOMOCNA,DKN.5112.35.2021,"Nakłada na A. Spółka Akcyjna z siedzibą w U., ul. (…), za naruszenie przepisów art.",stwierdzając naruszenie przez A,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.33ust.1;art.58ust.1lit.b;art.32;art.24;art.32ust.1lit.d;art.24ust.1;art.5ust.1lit.f;Art.5ust.2;art.32ust.2;art.9ust.1;art.24ust.2;art.5ust.1;art.58ust.2lit.d;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.e;art.5ust.1lit.a;art.6ust.1;art.83ust.2lit.f;art.83ust.2lit.g;art.87;art.9;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.58ust2;art.58ust.2lit.b;art.83ust.4;art.83ust.1,"DKN.5112.35.2021 — 2024-05-20 — NIEPRAWOMOCNA: Nakłada na A. Spółka Akcyjna z siedzibą w U., ul. (…), za naruszenie przepisów art.. Naruszenie: stwierdzając naruszenie przez A. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.32ust.1, art.33ust.1, art.58ust.1lit.b, art.32, art.24, art.32ust.1lit.d, art.24ust.1, art.5ust.1lit.f, Art.5ust.2, art.32ust.2, art.9ust.1, art.24ust.2, art.5ust.1, art.58ust.2lit.d, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.3, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.e, art.5ust.1lit.a, art.6ust.1, art.83ust.2lit.f, art.83ust.2lit.g, art.87, art.9, art.83ust.2lit.c, art.83ust.2, art.83ust.2lit.d, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.58ust2, art.58ust.2lit.b, art.83ust.4, art.83ust.1."
396,2022-11-30,NIEPRAWOMOCNA,DKN.5112.5.2021,"nakłada na N. B. oraz T. M., wspólników spółki cywilnej Kancelaria (…) s.c., oraz na",stwierdzając naruszenie przez N,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.5ust.1lit.a;art.9ust.2;art.9ust.2lit.a;art.58ust.1lit.b;art.58ust.1lit.a;art.9ust.1;art.5;art.5ust.1;art.6ust.1lit.b;art.6ust.1lit.d;art.6ust.1lit.c;art.6ust.1lit.e;art.6ust.1lit.f;art.9;art.9ust.2lit.b;art.9ust.2lit.c;art.9ust.2lit.d;art.9ust.2lit.e;art.9ust.2lit.f;art.9ust.2lit.h;art.9ust.2lit.i;art.9ust.2lit.j;art.5ust.2;art.9ust.1lit.a;art.6ust.1lit.a;art.7ust.1;art.4pkt11;art.58ust.2;art.58ust.2lit.i;art.83;art.83ust.2;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.c;art.25;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.3;art.83ust.5lit.a;art.83ust.1,"DKN.5112.5.2021 — 2022-11-30 — NIEPRAWOMOCNA: nakłada na N. B. oraz T. M., wspólników spółki cywilnej Kancelaria (…) s.c., oraz na. Naruszenie: stwierdzając naruszenie przez N. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Artykuły RODO (wykryte): art.6ust.1, art.5ust.1lit.a, art.9ust.2, art.9ust.2lit.a, art.58ust.1lit.b, art.58ust.1lit.a, art.9ust.1, art.5, art.5ust.1, art.6ust.1lit.b, art.6ust.1lit.d, art.6ust.1lit.c, art.6ust.1lit.e, art.6ust.1lit.f, art.9, art.9ust.2lit.b, art.9ust.2lit.c, art.9ust.2lit.d, art.9ust.2lit.e, art.9ust.2lit.f, art.9ust.2lit.h, art.9ust.2lit.i, art.9ust.2lit.j, art.5ust.2, art.9ust.1lit.a, art.6ust.1lit.a, art.7ust.1, art.4pkt11, art.58ust.2, art.58ust.2lit.i, art.83, art.83ust.2, art.83ust.5, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.h, art.83ust.2lit.c, art.25, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.3, art.83ust.5lit.a, art.83ust.1."
397,2024-10-09,NIEPRAWOMOCNA,DKN.5131.1.2021,"nakłada na Pana EF i Pana GH, wspólników Y s.c., Al. (…) oraz na Panią CD, byłe-","stwierdzając naruszenie przez Pana AB, prowadzącego działalność gospodarczą pod firmą X, ul",bezpieczeństwo przetwarzania (art. 32 RODO),,art.32ust.1;art.5ust.2;art.28ust.1;art.33ust.3lit.c;art.34ust.4;art.58ust.1lit.a;art.33ust.3lit.d;art.32;art.25ust.1;art.5ust.1lit.f;art.32ust.2;art.24ust.1;art.32ust.1lit.d;art.24;art.25;art.28ust.3lit.h;art.32ust.1lit.c;art.32ust.1lit.b;art.58ust.2lit.d;art.28ust.3lit.a;art.28ust.3lit.f;art.28ust.3;art.4pkt7;art.34ust.2;art.34ust.1;art.33ust.3lit.b;art.34ust.3;art.5ust.1lit.a;art.34;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.9ust.1;art.87;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.33;art.83ust.2lit.i;art.58ust.2;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.5;art.83ust.4;art.83ust.1;art.83,"DKN.5131.1.2021 — 2024-10-09 — NIEPRAWOMOCNA: nakłada na Pana EF i Pana GH, wspólników Y s.c., Al. (…) oraz na Panią CD, byłe-. Naruszenie: stwierdzając naruszenie przez Pana AB, prowadzącego działalność gospodarczą pod firmą X, ul. Naruszony wymóg: bezpieczeństwo przetwarzania (art. 32 RODO). Artykuły RODO (wykryte): art.32ust.1, art.5ust.2, art.28ust.1, art.33ust.3lit.c, art.34ust.4, art.58ust.1lit.a, art.33ust.3lit.d, art.32, art.25ust.1, art.5ust.1lit.f, art.32ust.2, art.24ust.1, art.32ust.1lit.d, art.24, art.25, art.28ust.3lit.h, art.32ust.1lit.c, art.32ust.1lit.b, art.58ust.2lit.d, art.28ust.3lit.a, art.28ust.3lit.f, art.28ust.3, art.4pkt7, art.34ust.2, art.34ust.1, art.33ust.3lit.b, art.34ust.3, art.5ust.1lit.a, art.34, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.f, art.83ust.2lit.g, art.9ust.1, art.87, art.9, art.83ust.2lit.k, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.33, art.83ust.2lit.i, art.58ust.2, art.83ust.2lit.j, art.58ust.2lit.b, art.83ust.5, art.83ust.4, art.83ust.1, art.83."
398,2022-05-25,PRAWOMOCNA,DKN.5131.14.2021,"stwierdzając naruszenie przez Panią W. S., prowadzącą działalność gospodarczą pod fir-",stwierdzając naruszenie przez Panią W,zasady przetwarzania danych (art. 5 RODO),,art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.d;art.32ust.1lit.b;art.5ust.1;art.58ust.2lit.d;art.33ust.1;art.33ust.3;art.34;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.83ust.2,"DKN.5131.14.2021 — 2022-05-25 — PRAWOMOCNA: stwierdzając naruszenie przez Panią W. S., prowadzącą działalność gospodarczą pod fir-. Naruszenie: stwierdzając naruszenie przez Panią W. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.5ust.2, art.25ust.1, art.32ust.1, art.32ust.2, art.24ust.1, art.32ust.1lit.d, art.32ust.1lit.b, art.5ust.1, art.58ust.2lit.d, art.33ust.1, art.33ust.3, art.34, art.58ust.2lit.b, art.83ust.4, art.83ust.5, art.83ust.2."
399,2021-10-14,NIEPRAWOMOCNA,DKN.5131.16.2021,nakazuje Bankowi Z. S.A. (…) zawiadomienie - w terminie 3 dni od dnia doręczenia,1) stwierdzając naruszenie przez Bank Z,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.33;art.33ust.3lit.c;art.33ust.3lit.b;art.87;art.4pkt12;art.34ust.3lit.a;art.68;art.33ust.3;art.34ust.3;art.17;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1;art.83ust.4,"DKN.5131.16.2021 — 2021-10-14 — NIEPRAWOMOCNA: nakazuje Bankowi Z. S.A. (…) zawiadomienie - w terminie 3 dni od dnia doręczenia. Naruszenie: 1) stwierdzając naruszenie przez Bank Z. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.33, art.33ust.3lit.c, art.33ust.3lit.b, art.87, art.4pkt12, art.34ust.3lit.a, art.68, art.33ust.3, art.34ust.3, art.17, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.h, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.i, art.40, art.83ust2lit.j, art.83ust.1, art.83ust.4."
400,2021-07-13,PRAWOMOCNA,DKN.5131.22.2021,"nakłada na Prezesa Sądu Rejonowego w M. za naruszenie art. 5 ust. 1 lit. f), art. 25 ust.",stwierdzając naruszenie przez Prezesa Sądu Rejonowego w M,zasady przetwarzania danych (art. 5 RODO),,art.32ust.2;art.32ust.1lit.d;Art.5;art.5ust.1lit.f;art.24ust.1;art.5ust.1;art.25ust.1;art.32ust.1;art.9;art.10;art.32ust.1lit.b;art.32;art.5ust.2;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.25;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.e;art.33ust.1;art.58ust.2;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1,"DKN.5131.22.2021 — 2021-07-13 — PRAWOMOCNA: nakłada na Prezesa Sądu Rejonowego w M. za naruszenie art. 5 ust. 1 lit. f), art. 25 ust.. Naruszenie: stwierdzając naruszenie przez Prezesa Sądu Rejonowego w M. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.32ust.2, art.32ust.1lit.d, Art.5, art.5ust.1lit.f, art.24ust.1, art.5ust.1, art.25ust.1, art.32ust.1, art.9, art.10, art.32ust.1lit.b, art.32, art.5ust.2, art.58ust.2lit.i, art.83, art.83ust.2lit.a, art.83ust.2lit.b, art.25, art.83ust.2lit.d, art.83ust.2lit.f, art.83ust.2, art.83ust.2lit.c, art.83ust.2lit.e, art.33ust.1, art.58ust.2, art.83ust.2lit.i, art.40, art.83ust2lit.j, art.83ust.1."
401,2021-06-21,NIEPRAWOMOCNA,DKN.5131.3.2021,"nakazuje (…) Towarzystwu Ubezpieczeń D. S.A. (…) zawiadomienie osoby, której",1) stwierdzając naruszenie przez (…) Towarzystwo Ubezpieczeń D,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.15;art.5ust.1lit.c;art.32;art.4pkt12;art.33ust.3lit.b;art.34ust.3lit.a;art.68;art.33ust.3;art.33;art.5ust.1lita;art.17;art.33ust.4;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1,"DKN.5131.3.2021 — 2021-06-21 — NIEPRAWOMOCNA: nakazuje (…) Towarzystwu Ubezpieczeń D. S.A. (…) zawiadomienie osoby, której. Naruszenie: 1) stwierdzając naruszenie przez (…) Towarzystwo Ubezpieczeń D. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.15, art.5ust.1lit.c, art.32, art.4pkt12, art.33ust.3lit.b, art.34ust.3lit.a, art.68, art.33ust.3, art.33, art.5ust.1lita, art.17, art.33ust.4, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.h, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.i, art.40, art.83ust2lit.j, art.83ust.1."
402,2023-02-07,PRAWOMOCNA,DKN.5131.31.2021,"nakazuje zawiadomienie, w terminie 3 dni od dnia doręczenia niniejszej decyzji,",stwierdzając naruszenie przez Wspólnotę Mieszkaniową „(…)” w S,zasady przetwarzania danych (art. 5 RODO),,art.28ust.1;art.33ust.1;art.34ust.1;art.33ust.3lit.b;art.34ust.2;art.58ust.1lit.a;art.33ust.2;art.12;art.28;art.57ust.1lit.a;art.4pkt7;art.4pkt12;art.33ust.3;art.34ust.3;art.87;art.34;art.12ust.1;art.4ust.7;art.28ust.3;art.5ust.1lit.a;art.28ust.9;art.5ust.2;art.83ust.5lit.a;art.83ust.4lit.a;Art.83ust.3;art.83;art.83ust.2lit.a;art.1ust.2;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.9;art.83ust.2lit.e;art.83ust.2;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.58ust.2lit.b;art.83ust.1;art.58ust.2lit.e,"DKN.5131.31.2021 — 2023-02-07 — PRAWOMOCNA: nakazuje zawiadomienie, w terminie 3 dni od dnia doręczenia niniejszej decyzji,. Naruszenie: stwierdzając naruszenie przez Wspólnotę Mieszkaniową „(…)” w S. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.28ust.1, art.33ust.1, art.34ust.1, art.33ust.3lit.b, art.34ust.2, art.58ust.1lit.a, art.33ust.2, art.12, art.28, art.57ust.1lit.a, art.4pkt7, art.4pkt12, art.33ust.3, art.34ust.3, art.87, art.34, art.12ust.1, art.4ust.7, art.28ust.3, art.5ust.1lit.a, art.28ust.9, art.5ust.2, art.83ust.5lit.a, art.83ust.4lit.a, Art.83ust.3, art.83, art.83ust.2lit.a, art.1ust.2, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.f, art.9, art.83ust.2lit.e, art.83ust.2, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.58ust.2lit.b, art.83ust.1, art.58ust.2lit.e."
403,2022-01-19,NIEPRAWOMOCNA,DKN.5131.33.2021,nakłada na U. (…) S.A. z siedzibą w Z. administracyjną karę pieniężną w wyso-,1,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.1;art.34ust.2;art.12;art.4pkt12;art.33ust.3lit.b;art.34;art.34ust.3lit.a;art.68;art.17;art.33ust.1;art.5ust.1lit.a;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.12ust.3;art.5ust.1lit.f;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.i;art.40;art.83ust2lit.j;art.83ust.1;art.83ust.4,"DKN.5131.33.2021 — 2022-01-19 — NIEPRAWOMOCNA: nakłada na U. (…) S.A. z siedzibą w Z. administracyjną karę pieniężną w wyso-. Naruszenie: 1. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Artykuły RODO (wykryte): art.34ust.1, art.34ust.2, art.12, art.4pkt12, art.33ust.3lit.b, art.34, art.34ust.3lit.a, art.68, art.17, art.33ust.1, art.5ust.1lit.a, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.33, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.e, art.6ust.1, art.12ust.3, art.5ust.1lit.f, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.i, art.40, art.83ust2lit.j, art.83ust.1, art.83ust.4."
404,2022-07-06,PRAWOMOCNA,DKN.5131.34.2021,stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H. przy ul. (…),stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H,zgłoszenie naruszenia do UODO (art. 33 RODO),10000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.2;art.4pkt12;art.34ust.3;art.5ust.1;art.34;art.34ust.4;art.83;art.83ust.4;art.33;art.83ust.2;art.9;art.40;art.83ust.1,"DKN.5131.34.2021 — 2022-07-06 — PRAWOMOCNA: stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H. przy ul. (…). Naruszenie: stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Kara: 10000 zl. Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.2, art.4pkt12, art.34ust.3, art.5ust.1, art.34, art.34ust.4, art.83, art.83ust.4, art.33, art.83ust.2, art.9, art.40, art.83ust.1."
